sku,ean,sku_manufacturer,brand,mm_category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,width,width_unit,height,height_unit,length,length_unit,weight,weight_unit,volume,DisplayWeight,parent_sku,parent_title
M1202936,4007140097521,M1202936,Autres,20763,Maschio da filettare per macchine RUKO 5 mm Acciaio ad alta velocità (HSS) 8 mm ISO DIN 13 DIN 371 Tipo C,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 5 mm Acciaio ad alta velocità (HSS) 8 mm ISO DIN 13 DIN 371 Tipo C</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo C</li></ul></li><li>Standard: <ul><li>DIN 371</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Elicoidale</li><li>Dimensione: 5 mm</li><li>Dimensioni appross.: 70 mm</li><li>Dimensione del filetto: 8 mm</li><li>Dimensioni di taglio: 0,8 mm</li><li>Lunghezza: 70 mm</li></ul>",https://cdnbigbuy.com/images/4007140097521_M1202936_P00.jpg,https://cdnbigbuy.com/images/4007140097521_M1202936_P10.jpg,,,,31.03,1,1,1,1,Generale,5#7,3.0,cm,1.0,cm,9.5,cm,0.01,kg,28.5,0.01,M1202936,Maschio da filettare per macchine RUKO 5 mm Acciaio ad alta velocità (HSS) 8 mm ISO DIN 13 DIN 371 Tipo C
M1202951,4007140128942,M1202951,Autres,20763,Maschio da filettare per macchine RUKO 22 mm Acciaio ad alta velocità (HSS) 34 mm ISO DIN 13 DIN 376 Tipo B,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 22 mm Acciaio ad alta velocità (HSS) 34 mm ISO DIN 13 DIN 376 Tipo B</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo B</li></ul></li><li>Standard: <ul><li>DIN 376</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Lama diritta</li><li>Adatto per: Metalli morbidi</li><li>Dimensione: 22 mm</li><li>Dimensioni appross.: 140 mm</li><li>Dimensione del filetto: 34 mm</li><li>Dimensioni di taglio: 2,5 mm</li></ul>",https://cdnbigbuy.com/images/4007140128942_M1202951_P00.jpg,https://cdnbigbuy.com/images/4007140128942_M1202951_P10.jpg,,,,88.7,1,1,1,1,Generale,5#7,10.0,cm,3.5,cm,16.0,cm,0.24,kg,560.0,0.24,M1202951,Maschio da filettare per macchine RUKO 22 mm Acciaio ad alta velocità (HSS) 34 mm ISO DIN 13 DIN 376 Tipo B
M1202675,4007140128515,M1202675,Autres,20763,Set di maschi per filettare a mano RUKO 38 mm Acciaio ad alta velocità (HSS) 25 mm DIN 2181 2 Unità 2 Pezzi,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Set di maschi per filettare a mano RUKO 38 mm Acciaio ad alta velocità (HSS) 25 mm DIN 2181 2 Unità 2 Pezzi</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: Set di maschi per filettare a mano</li><li>Unità: 2 Unità</li><li>Standard: <ul><li>DIN 2181</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 38 mm</li><li>Dimensioni appross.: 110 mm</li><li>Dimensione del filetto: 25 mm</li><li>Dimensioni di taglio: 1,5 mm</li><li>Numero di pezzi: 2 Pezzi</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140128515_M1202675_P00.jpg,https://cdnbigbuy.com/images/4007140128515_M1202675_P10.jpg,,,,236.12,1,1,1,1,Generale,5#7,4.0,cm,4.0,cm,15.0,cm,0.5,kg,240.0,0.5,M1202675,Set di maschi per filettare a mano RUKO 38 mm Acciaio ad alta velocità (HSS) 25 mm DIN 2181 2 Unità 2 Pezzi
M1202949,4007140128928,M1202949,Autres,20763,Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 34 mm ISO DIN 13 DIN 376 Tipo B,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 34 mm ISO DIN 13 DIN 376 Tipo B</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo B</li></ul></li><li>Standard: <ul><li>DIN 376</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Lama diritta</li><li>Adatto per: Metalli morbidi</li><li>Dimensione: 18 mm</li><li>Dimensioni appross.: 125 mm</li><li>Dimensione del filetto: 34 mm</li><li>Diametro: 15,5 mm</li><li>Dimensioni di taglio: 2,5 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140128928_M1202949_P00.jpg,https://cdnbigbuy.com/images/4007140128928_M1202949_P10.jpg,,,,65.02,1,1,1,1,Generale,5#7,7.0,cm,2.5,cm,15.0,cm,0.14,kg,262.5,0.14,M1202949,Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 34 mm ISO DIN 13 DIN 376 Tipo B
M1203055,4007140096326,M1203055,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN EN 22568</li><li>ISO DIN 13</li></ul></li><li>Forma: <ul><li>Rotondo</li><li>Lama diritta</li></ul></li><li>Tipo: <ul><li>Cuscinetto filettato</li><li>Tipo B</li><li>Chiuso</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 20 mm</li><li>Spessore: 16 mm</li><li>Diametro: 45 mm</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140096326_M1203055_P00.jpg,https://cdnbigbuy.com/images/4007140096326_M1203055_P10.jpg,,,,55.08,1,1,1,1,Generale,5#7,5.5,cm,2.0,cm,5.5,cm,0.1,kg,60.5,0.1,M1203055,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso
M1202950,4007140128935,M1202950,Autres,20763,Maschio da filettare per macchine RUKO 20 mm Acciaio ad alta velocità (HSS) 34 mm M20 ISO DIN 13 DIN 376 Tipo B,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 20 mm Acciaio ad alta velocità (HSS) 34 mm M20 ISO DIN 13 DIN 376 Tipo B</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo B</li></ul></li><li>Standard: <ul><li>DIN 376</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Lama diritta</li><li>Adatto per: Metalli morbidi</li><li>Dimensione: 20 mm</li><li>Dimensioni appross.: 140 mm</li><li>Dimensione del filetto: <ul><li>34 mm</li><li>M20</li></ul></li><li>Dimensioni di taglio: 2,5 mm</li></ul>",https://cdnbigbuy.com/images/4007140128935_M1202950_P00.jpg,https://cdnbigbuy.com/images/4007140128935_M1202950_P10.jpg,,,,80.21,1,1,5,1,Generale,5#7,7.0,cm,2.5,cm,16.0,cm,0.19,kg,280.0,0.19,M1202950,Maschio da filettare per macchine RUKO 20 mm Acciaio ad alta velocità (HSS) 34 mm M20 ISO DIN 13 DIN 376 Tipo B
M1203042,4007140102003,M1203042,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN EN 22568</li><li>ISO DIN 13</li></ul></li><li>Forma: <ul><li>Rotondo</li><li>Lama diritta</li></ul></li><li>Tipo: <ul><li>Cuscinetto filettato</li><li>Tipo B</li><li>Chiuso</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 13 mm</li><li>Spessore: 10 mm</li><li>Diametro: 38 mm</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140102003_M1203042_P00.jpg,https://cdnbigbuy.com/images/4007140102003_M1203042_P10.jpg,,,,40.32,1,1,1,1,Generale,5#7,4.5,cm,2.0,cm,4.5,cm,0.05,kg,40.5,0.05,M1203042,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso
M1202953,4007140026033,M1202953,Autres,20763,Maschio lungo per filetti di dado RUKO 3 mm Acciaio ad alta velocità (HSS) ISO DIN 13 DIN 357,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio lungo per filetti di dado RUKO 3 mm Acciaio ad alta velocità (HSS) ISO DIN 13 DIN 357</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN 357</li><li>ISO DIN 13</li></ul></li><li>Tipo: Maschio lungo per filetti di dado</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 3 mm</li><li>Lunghezza: <ul><li>22 mm</li><li>70 mm</li></ul></li><li>Dimensioni appross.: 70 mm</li><li>Diametro: 2.5 mm</li><li>Dimensioni di taglio: 0,5 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140026033_M1202953_P00.jpg,https://cdnbigbuy.com/images/4007140026033_M1202953_P10.jpg,,,,32.02,1,1,1,1,Generale,5#7,3.0,cm,1.0,cm,9.5,cm,0.01,kg,28.5,0.01,M1202953,Maschio lungo per filetti di dado RUKO 3 mm Acciaio ad alta velocità (HSS) ISO DIN 13 DIN 357
M1202847,4007140095879,M1202847,Autres,20763,"Maschio da filettare per macchine RUKO 5 mm 4,5 mm Acciaio ad alta velocità (HSS) 8 mm ISO DIN 13 DIN 374 Tipo C","Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 5 mm 4,5 mm Acciaio ad alta velocità (HSS) 8 mm ISO DIN 13 DIN 374 Tipo C</b> al miglior prezzo.<br><br><ul><li>Materiale: <ul><li>Acciaio ad alta velocità (HSS)</li><li>Cobalto</li></ul></li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo C</li></ul></li><li>Standard: <ul><li>DIN 374</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Elicoidale</li><li>Dimensione: <ul><li>5 mm</li><li>4,5 mm</li></ul></li><li>Dimensioni appross.: 70 mm</li><li>Dimensione del filetto: 8 mm</li><li>Dimensioni di taglio: 0,5 mm</li><li>Colore: Grigio</li><li>Lunghezza: 70 mm</li></ul>",https://cdnbigbuy.com/images/4007140095879_M1202847_P00.jpg,https://cdnbigbuy.com/images/4007140095879_M1202847_P10.jpg,,,,29.18,1,1,1,1,Generale,5#7,3.0,cm,1.0,cm,9.5,cm,0.01,kg,28.5,0.01,M1202847,"Maschio da filettare per macchine RUKO 5 mm 4,5 mm Acciaio ad alta velocità (HSS) 8 mm ISO DIN 13 DIN 374 Tipo C"
M1202956,4007140026064,M1202956,Autres,20763,Maschio lungo per filetti di dado RUKO 6 mm Acciaio ad alta velocità (HSS) 32 mm ISO DIN 13 DIN 357,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio lungo per filetti di dado RUKO 6 mm Acciaio ad alta velocità (HSS) 32 mm ISO DIN 13 DIN 357</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN 357</li><li>ISO DIN 13</li></ul></li><li>Tipo: Maschio lungo per filetti di dado</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 6 mm</li><li>Dimensioni appross.: 110 mm</li><li>Dimensione del filetto: 32 mm</li><li>Diametro: 5 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140026064_M1202956_P00.jpg,https://cdnbigbuy.com/images/4007140026064_M1202956_P10.jpg,,,,35.06,1,1,5,1,Generale,5#7,3.0,cm,1.0,cm,15.0,cm,0.01,kg,45.0,0.01,M1202956,Maschio lungo per filetti di dado RUKO 6 mm Acciaio ad alta velocità (HSS) 32 mm ISO DIN 13 DIN 357
M1202855,4007140095978,M1202855,Autres,20763,Maschio da filettare per macchine RUKO 14 mm Acciaio ad alta velocità (HSS) 16 mm ISO DIN 13 DIN 374 Tipo C,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 14 mm Acciaio ad alta velocità (HSS) 16 mm ISO DIN 13 DIN 374 Tipo C</b> al miglior prezzo.<br><br><ul><li>Materiale: <ul><li>Acciaio ad alta velocità (HSS)</li><li>Cobalto</li></ul></li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo C</li></ul></li><li>Standard: <ul><li>DIN 374</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Elicoidale</li><li>Dimensione: 14 mm</li><li>Lunghezza: 100 mm</li><li>Dimensione del filetto: 16 mm</li><li>Diametro: 12.5 mm</li><li>Dimensioni di taglio: 1,5 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140095978_M1202855_P00.jpg,https://cdnbigbuy.com/images/4007140095978_M1202855_P10.jpg,,,,56.25,1,1,1,1,Generale,5#7,7.0,cm,2.5,cm,15.0,cm,0.08,kg,262.5,0.08,M1202855,Maschio da filettare per macchine RUKO 14 mm Acciaio ad alta velocità (HSS) 16 mm ISO DIN 13 DIN 374 Tipo C
M1202959,4007140026095,M1202959,Autres,20763,Maschio lungo per filetti di dado RUKO 12 mm Acciaio ad alta velocità (HSS) 50 mm ISO DIN 13 DIN 357,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio lungo per filetti di dado RUKO 12 mm Acciaio ad alta velocità (HSS) 50 mm ISO DIN 13 DIN 357</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN 357</li><li>ISO DIN 13</li></ul></li><li>Tipo: Maschio lungo per filetti di dado</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 12 mm</li><li>Lunghezza: 180 mm</li><li>Dimensione del filetto: 50 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140026095_M1202959_P00.jpg,https://cdnbigbuy.com/images/4007140026095_M1202959_P10.jpg,,,,58.41,1,1,2,1,Generale,5#7,5.0,cm,1.5,cm,18.0,cm,0.09,kg,135.0,0.09,M1202959,Maschio lungo per filetti di dado RUKO 12 mm Acciaio ad alta velocità (HSS) 50 mm ISO DIN 13 DIN 357
M1202849,4007140095909,M1202849,Autres,20763,Maschio da filettare per macchine RUKO 8 mm Acciaio ad alta velocità (HSS) 12 mm ISO DIN 13 DIN 374 Tipo C,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 8 mm Acciaio ad alta velocità (HSS) 12 mm ISO DIN 13 DIN 374 Tipo C</b> al miglior prezzo.<br><br><ul><li>Materiale: <ul><li>Acciaio ad alta velocità (HSS)</li><li>Cobalto</li></ul></li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo C</li></ul></li><li>Standard: <ul><li>DIN 374</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Elicoidale</li><li>Dimensione: 8 mm</li><li>Dimensione del filetto: 12 mm</li><li>Diametro: 7 mm</li></ul>",https://cdnbigbuy.com/images/4007140095909_M1202849_P00.jpg,https://cdnbigbuy.com/images/4007140095909_M1202849_P10.jpg,,,,31.57,1,1,1,1,Generale,5#7,5.0,cm,1.5,cm,12.0,cm,0.03,kg,90.0,0.03,M1202849,Maschio da filettare per macchine RUKO 8 mm Acciaio ad alta velocità (HSS) 12 mm ISO DIN 13 DIN 374 Tipo C
M1203092,4007140101723,M1203092,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Cuscinetto filettato</li><li>Tipo B</li><li>Chiuso</li></ul></li><li>Forma: <ul><li>Rotondo</li><li>Lama diritta</li></ul></li><li>Standard: DIN EN 24231</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Spessore: 22 mm</li><li>Diametro: 100 mm</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140101723_M1203092_P00.jpg,https://cdnbigbuy.com/images/4007140101723_M1203092_P10.jpg,,,,363.78,1,1,1,1,Generale,5#7,10.5,cm,2.0,cm,10.5,cm,0.83,kg,220.5,0.83,M1203092,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso
M1202961,4007140096074,M1202961,Autres,20763,Maschio lungo per filetti di dado RUKO 16 mm Acciaio ad alta velocità (HSS) 63 mm ISO DIN 13 DIN 357,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio lungo per filetti di dado RUKO 16 mm Acciaio ad alta velocità (HSS) 63 mm ISO DIN 13 DIN 357</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN 357</li><li>ISO DIN 13</li></ul></li><li>Tipo: Maschio lungo per filetti di dado</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 16 mm</li><li>Lunghezza: 200 mm</li><li>Dimensione del filetto: 63 mm</li><li>Diametro: 14 mm</li><li>Dimensioni di taglio: 2 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140096074_M1202961_P00.jpg,https://cdnbigbuy.com/images/4007140096074_M1202961_P10.jpg,,,,69.73,1,1,1,1,Generale,5#7,7.0,cm,2.5,cm,18.0,cm,0.06,kg,315.0,0.06,M1202961,Maschio lungo per filetti di dado RUKO 16 mm Acciaio ad alta velocità (HSS) 63 mm ISO DIN 13 DIN 357
M1203010,4007140101853,M1203010,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN EN 22568</li><li>ISO DIN 13</li></ul></li><li>Forma: Rotondo</li><li>Tipo: Cuscinetto filettato</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 10 mm</li><li>Diametro: 30 mm</li><li>Dimensioni di taglio: 1,5 mm</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140101853_M1203010_P00.jpg,https://cdnbigbuy.com/images/4007140101853_M1203010_P10.jpg,,,,26.42,1,1,1,1,Generale,5#7,4.5,cm,2.0,cm,4.5,cm,0.04,kg,40.5,0.04,M1203010,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo
M1202861,4007140096029,M1202861,Autres,20763,Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 14 mm ISO DIN 13 DIN 374 Tipo C,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 14 mm ISO DIN 13 DIN 374 Tipo C</b> al miglior prezzo.<br><br><ul><li>Materiale: <ul><li>Acciaio ad alta velocità (HSS)</li><li>Cobalto</li></ul></li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo C</li></ul></li><li>Standard: <ul><li>DIN 374</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Elicoidale</li><li>Dimensione: 18 mm</li><li>Dimensioni appross.: 125 mm</li><li>Dimensione del filetto: 14 mm</li><li>Diametro: 16 mm</li><li>Dimensioni di taglio: 2 mm</li></ul>",https://cdnbigbuy.com/images/4007140096029_M1202861_P00.jpg,https://cdnbigbuy.com/images/4007140096029_M1202861_P10.jpg,,,,72.16,1,1,2,1,Generale,5#7,7.0,cm,2.5,cm,15.0,cm,0.14,kg,262.5,0.14,M1202861,Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 14 mm ISO DIN 13 DIN 374 Tipo C
M1203089,4007140101709,M1203089,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Cuscinetto filettato</li><li>Tipo B</li><li>Chiuso</li></ul></li><li>Forma: <ul><li>Rotondo</li><li>Lama diritta</li></ul></li><li>Standard: DIN EN 24231</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 85 mm</li><li>Spessore: 22 mm</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140101709_M1203089_P00.jpg,https://cdnbigbuy.com/images/4007140101709_M1203089_P10.jpg,,,,215.48,1,1,1,1,Generale,5#7,10.5,cm,2.0,cm,10.5,cm,0.65,kg,220.5,0.65,M1203089,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso
M1202860,4007140096005,M1202860,Autres,20763,Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 14 mm ISO DIN 13 DIN 374 Tipo C,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 14 mm ISO DIN 13 DIN 374 Tipo C</b> al miglior prezzo.<br><br><ul><li>Materiale: <ul><li>Acciaio ad alta velocità (HSS)</li><li>Cobalto</li></ul></li><li>Tipo: <ul><li>Maschio da filettare per macchine</li><li>Tipo C</li></ul></li><li>Standard: <ul><li>DIN 374</li><li>ISO DIN 13</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Forma: Elicoidale</li><li>Dimensione: 18 mm</li><li>Dimensioni appross.: 110 mm</li><li>Dimensione del filetto: 14 mm</li><li>Diametro: 17 mm</li><li>Colore: Grigio</li></ul>",https://cdnbigbuy.com/images/4007140096005_M1202860_P00.jpg,https://cdnbigbuy.com/images/4007140096005_M1202860_P10.jpg,,,,72.16,1,1,1,1,Generale,5#7,7.0,cm,2.5,cm,15.0,cm,0.14,kg,262.5,0.14,M1202860,Maschio da filettare per macchine RUKO 18 mm Acciaio ad alta velocità (HSS) 14 mm ISO DIN 13 DIN 374 Tipo C
M1203087,4007140101686,M1203087,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Tipo: <ul><li>Cuscinetto filettato</li><li>Tipo B</li><li>Chiuso</li></ul></li><li>Forma: <ul><li>Rotondo</li><li>Lama diritta</li></ul></li><li>Standard: DIN EN 24231</li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Spessore: 20 mm</li><li>Diametro: 7 mm</li><li>Colore: Argentato</li></ul>",https://cdnbigbuy.com/images/4007140101686_M1203087_P00.jpg,https://cdnbigbuy.com/images/4007140101686_M1203087_P10.jpg,,,,154.17,1,1,1,1,Generale,5#7,2.5,cm,2.0,cm,2.5,cm,0.41,kg,12.5,0.41,M1203087,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) Rotondo DIN EN 24231 Tipo B Chiuso
M1203002,4007140128607,M1203002,Autres,20763,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso</b> al miglior prezzo.<br><br><ul><li>Materiale: Acciaio ad alta velocità (HSS)</li><li>Standard: <ul><li>DIN EN 22568</li><li>ISO DIN 13</li></ul></li><li>Forma: <ul><li>Rotondo</li><li>Lama diritta</li></ul></li><li>Tipo: <ul><li>Cuscinetto filettato</li><li>Tipo B</li><li>Chiuso</li></ul></li><li>Caratteristiche: Rettifica con centraggio automatico</li><li>Dimensione: 45 mm</li><li>Diametro: 90 mm</li><li>Dimensioni di taglio: 4,5 mm</li></ul>",https://cdnbigbuy.com/images/4007140128607_M1203002_P00.jpg,https://cdnbigbuy.com/images/4007140128607_M1203002_P10.jpg,,,,197.75,1,1,1,1,Generale,5#7,10.5,cm,2.0,cm,10.5,cm,1.01,kg,220.5,1.01,M1203002,Cuscinetto filettato RUKO Acciaio ad alta velocità (HSS) DIN EN 22568 Rotondo Tipo B Chiuso
