sku,ean,sku_manufacturer,brand,category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,weight,length,width,height,DisplayWeight,volume
S7910278,8436012477127,S7910278,Autres,Bricolage,Custodia Protettrice Altadex Mobili da giardino Verde Poliestere Plastica 205 x 325 x 90 cm,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Custodia Protettrice Altadex Mobili da giardino Verde Poliestere Plastica 205 x 325 x 90 cm</b> al miglior prezzo.<br><br><ul><li>Caratteristiche: <ul><li>Impermeabile</li><li>Traspirante</li><li>Anti UV</li></ul></li><li>Tipo: <ul><li>Mobili da giardino</li><li>Custodia Protettrice</li></ul></li><li>Materiale: <ul><li>Polietilene</li><li>Poliestere</li><li>Plastica</li></ul></li><li>Uso consigliato: Interno/Esterno</li><li>Colore: Verde</li><li>Dimensioni appross.: 205 x 325 x 90 cm</li><li>Tipo di corrente: CA</li><li>Composizione: 100 % poliestere</li><li>Non Include: Batteria</li></ul>",https://cdnbigbuy.com/images/8436012477127_R0_WBG3.jpg,https://cdnbigbuy.com/images/8436012477127_S7910278_P23.jpg,,,,104.0,1,1,5,1,Generale,5#7,0.5,25.0,17.0,25.0,0.5,10625.0
S37114625,6922516336562,S37114625,Autres,Bricolage,Rialzo Auto Sparco F100Ki R129 Nero Grigio ECE R129,"I bambini meritano il meglio, per questo ti presentiamo <b>Rialzo Auto Sparco F100Ki R129 Nero Grigio ECE R129</b>, ideale per coloro che cercano prodotti di qualità per i più piccoli! Scopri <b>Sparco</b> e altre marche e brevetti ai migliori prezzi!<br><br><ul><li>Età consigliata: Bambini</li><li>Colore: <ul><li>Nero</li><li>Grigio</li></ul></li><li>Approvato: ECE R129</li><li>Tipo: Rialzo Auto</li><li>Materiale: Poliestere</li><li>Gruppo: III (22 - 36 kg)</li></ul>",https://cdnbigbuy.com/images/6922516336562_S37114625_P00.jpg,https://cdnbigbuy.com/images/6922516336562_R10.jpg,https://cdnbigbuy.com/images/6922516336562_R20.jpg,https://cdnbigbuy.com/images/6922516336562_R30.jpg,,43.59,1,1,2,1,Generale,5#7,1.8,34.0,43.0,20.0,1.8,29240.0
S77218630,0198157400009,S77218630,Autres,Bricolage,"Laptop Lenovo IdeaPad Slim 3 15IRH10 15,3"" intel core i5-13420h 16 GB RAM 512 GB SSD Qwerty in Spagn","Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Laptop Lenovo IdeaPad Slim 3 15IRH10 15,3"" intel core i5-13420h 16 GB RAM 512 GB SSD Qwerty in Spagnolo</b>!<br><br><ul><li>Tipo: <ul><li>Laptop</li><li>Tastiera numerica</li><li>Touchpad</li></ul></li><li>Prodotto plug-in: Sì</li><li>Tipo di memoria: <ul><li>SDRAM</li><li>DDR5 SDRAM</li></ul></li><li>Tipo di presa: Spina EU</li><li>Colore: Grigio</li><li>Caratteristiche: <ul><li>Fotocamera frontale</li><li>Microfono incorporato</li><li>Microfono integrato</li><li>Lettore di Schede</li><li>2 Altoparlanti</li><li>Adattatore grafico integrato</li></ul></li><li>Connessioni: <ul><li>HDMI</li><li>HDMI 1.4</li><li>USB-C 3.2 Gen 1 (3.1 Gen 1)</li><li>PCI Express 4.0</li><li>USB-A 3.2</li><li>Cavo jack 3,5 mm</li></ul></li><li>Relazione di aspetto: 16:10</li><li>Connettività: <ul><li>Bluetooth</li><li>Bluetooth 5.2</li><li>Wi-Fi 6 GHz</li></ul></li><li>Risoluzione: <ul><li>Full HD</li><li>WUXGA</li></ul></li><li>Memoria RAM: 16 GB RAM</li><li>Schede di memoria compatibili: SD</li><li>Tecnologia: <ul><li>LED</li><li>IPS</li></ul></li><li>Standard: NTSC</li><li>Cache: 12 MB</li><li>Fonte di Alimentazione: USB</li><li>Hard Disk: 512 GB SSD</li><li>Controller grafico: Intel UHD Graphics</li><li>Frequenza: <ul><li>50 - 60 Hz</li><li>60 Hz</li></ul></li><li>Potenza: 65 W</li><li>Voltaggio: 100 - 240 V</li><li>Sistema Operativo: No</li><li>Non Include: <ul><li>Tipo di unità ottica</li><li>Adattatore AC</li><li>Connessione alla rete mobile</li><li>Adattatore grafico discreto</li></ul></li><li>Formato: <ul><li>M.2</li><li>1 x 8 GB</li></ul></li><li>Ethernet: No</li><li>Schermo tattile: No</li><li>Flusso luminoso: 300 Lm</li><li>Fattore di forma: SO-DIMM</li><li>Chipset: Intel SoC</li><li>Include: SSD x 1</li><li>Tastiera: Qwerty in Spagnolo</li><li>Tipo di archiviazione: SSD</li><li>Nuclei: 8 Nuclei</li><li>Velocità: <ul><li>4.6 GHz</li><li>4800 MHz</li></ul></li><li>Famiglia di processori: <ul><li>Intel Core i5<",https://cdnbigbuy.com/images/0198157400009_I00.jpg,https://cdnbigbuy.com/images/0198157400009_I20.jpg,https://cdnbigbuy.com/images/0198157400009_I10.jpg,,,882.16,1,1,2,1,Generale,5#7,2.49,47.5,7.5,30.5,2.49,10865.62
S3727460,8033280414221,S3727460,Autres,Bricolage,Stivali Racing Sparco 00129543NR Nero,"Se stai pensando di rinnovare il tuo armadio, compra <b>Stivali Racing Sparco SLALOM Nero (Taglia 43)</b> e altri <b>prodotti Sparco</b>! La migliore qualità al miglior prezzo è già a portata di mano!<br><ul><li>Taglia: (Taglia 43)</li><li>Colore: Nero</li></ul>",https://cdnbigbuy.com/images/8033280414221_S3727460_P02.jpg,https://cdnbigbuy.com/images/27177_mandatory-motor2.jpg,,,,160.07,1,1,2,1,Generale,5#7,10.0,25.0,10.0,25.0,10.0,6250.0
S7735026,6936529901433,S7735026,Autres,Bricolage,Bobina di Filamento CoLiDo COL3D-LCD164G Verde,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Bobina di Filamento CoLiDo COL3D-LCD164G Verde</b> al miglior prezzo.<br><br><ul><li>Colore: Verde</li><li>Peso: 1 kg</li><li>Diametro: Ø 1,75 mm</li></ul>",https://cdnbigbuy.com/images/S7735026_6936529901433_s77_p00.jpg,,,,,21.66,1,1,1,1,Generale,5#7,1.27,7.1,20.7,20.5,1.27,3012.88
S7925137,8426583909547,S7925137,Autres,Bricolage,Catena Normaluz 25 m 6 mm,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Catena Normaluz 25 m 6 mm</b> al miglior prezzo.<br><br><ul><li>Tipo: Catene</li><li>Colore: <ul><li>Giallo</li><li>Nero</li></ul></li><li>Lunghezza: 25 m</li><li>Spessore: 6 mm</li><li>Design: Maglie</li><li>Materiale: Plastica</li></ul>",https://cdnbigbuy.com/images/8426583909547_S7925137_P00.jpg,https://cdnbigbuy.com/images/8426583909547_S7925137_P10.jpg,https://cdnbigbuy.com/images/8426583909547_S7925137_P30.jpg,https://cdnbigbuy.com/images/8426583909547_S7925137_P40.jpg,,28.83,1,1,25,1,Generale,5#7,1.39,20.0,20.0,10.0,1.39,4000.0
S71007892,3499550388749,S71007892,Autres,Bricolage,Ricetrasmittente Audio Bluetooth Bigben NLPKIDSKOALA,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Ricetrasmittente Audio Bluetooth Bigben NLPKIDSKOALA</b> al miglior prezzo.<br><br><ul><li>Caratteristiche: Telecomando</li><li>Fonte di Alimentazione: Cavo elettrico</li><li>Peso circa: 300 gr</li></ul>",https://cdnbigbuy.com/images/3499550388749_R00.jpg,,,,,50.25,1,1,4,1,Generale,5#7,0.52,12.8,13.6,14.4,0.52,2506.75
S0458722,7613036942102,S0458722,Autres,Bricolage,Capsule di Caffè con Contenitore Nestlé STARBU.COLOMBIA,"Adesso puoi preparare in modo facile e veloce un delizioso caffè con un sapore più naturale, puro e autentico con la nuova <b>Capsule di Caffè con Contenitore Nestlé STARBU.COLOMBIA</b>!<br><br><ul><li>Tipo: Capsule</li></ul>",https://cdnbigbuy.com/images/7613036942102_S0458722_P00.jpg,,,,,8.62,1,1,10,1,Generale,5#7,0.37,17.16,13.16,9.67,0.37,2183.73
S71016273,3700948340561,S71016273,Autres,Bricolage,Lenzuolo con angoli aderenti Domiva,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Lenzuolo con angoli aderenti Domiva</b>!",https://cdnbigbuy.com/images/3700948340561_S71016273_P10.jpg,https://cdnbigbuy.com/images/3700948340561_S71016273_P00.jpg,https://cdnbigbuy.com/images/3700948340561_S71016273_P20.jpg,,,37.73,1,1,2,1,Generale,5#7,0.32,24.78,3.84,31.07,0.32,2956.47
S2032509,0825664511668,S2032509,Autres,Bricolage,Zaino Casual Nike 9A0746 023,"Se stai pensando di rinnovare il tuo armadio, compra <b>Zaino Casual Nike 9A0746 023</b> e altri <b>prodotti Nike</b>! La migliore qualità al miglior prezzo è già a portata di mano!<br><br><ul><li>Tipo: Zaino Casual</li></ul>",https://cdnbigbuy.com/images/0825664511668_S2032509_P00.jpg,,,,,31.05,1,1,50,1,Generale,5#7,0.5,21.1,28.13,26.21,0.5,15556.76
S3411173,8420327533425,S3411173,Autres,Bricolage,"Lampada da tavolo Versa Bianco Ceramica 40 W 64,1 x 36,5 cm","<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampada da tavolo Versa Bianco Ceramica 40 W 64,1 x 36,5 cm</b> potrai farlo.</p><br><br><ul><li>Colore: Bianco</li><li>Prodotto plug-in: Sì</li><li>Tipo: Lampada da tavolo</li><li>Materiale: Ceramica</li><li>Potenza: 40 W</li><li>Tappo: E14</li><li>Lunghezza del cavo: 1,3 m</li><li>Dimensioni appross.: 64,1 x 36,5 cm</li></ul>",https://cdnbigbuy.com/images/8420327533425_S3411173_P01.jpg,,,,,20.34,1,1,50,1,Generale,5#7,0.95,20.0,65.6,38.0,0.95,49856.0
S6102894,4016739428288,S6102894,Autres,Bricolage,Collare per Cani Hunter Swiss 38-43.5 cm,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Collare per Cani Hunter Swiss Negro, marrón (38-43.5 cm)</b>!<br><ul><li>Dimensioni appross.: 38-43.5 cm</li><li>Animale Domestico: Cane</li><li>Tipo: Collare per Cani</li><li>Misura del collo: 38-43,5 cm</li></ul>",https://cdnbigbuy.com/images/4016739428288_00_WBG3.jpg,https://cdnbigbuy.com/images/4016739428288_S6102894_P1_WBG3.jpg,https://cdnbigbuy.com/images/4016739428288_S6102894_P2_WBG3.jpg,https://cdnbigbuy.com/images/4016739428288_S6102894_P3_MKT3.jpg,,48.63,1,1,2,1,Generale,5#7,0.08,45.96,2.13,2.8,0.08,274.11
S3052334,8424002069810,S3052334,Autres,Bricolage,"Candela LED DKD Home Decor Bianco Multicolore 7.5 x 7.5 x 15 cm 7,5 x 7,5 x 15 cm (AA)","Ti piace essere alla moda e sei un amante degli accessori? Ti presentiamo <b>Candela LED DKD Home Decor Bianco Multicolore 7.5 x 7.5 x 15 cm 7,5 x 7,5 x 15 cm (AA)</b> e una vasta gamma di borse e portafogli per essere sempre all'avanguardia!<br><br><ul><li>Funziona a batterie: Sì</li><li>Tipo: Natale</li><li>Colore: <ul><li>Bianco</li><li>Multicolore</li></ul></li><li>Materiale: <ul><li>Cera</li><li>Plastica</li></ul></li><li>Caratteristiche: LED</li><li>Design: Natale</li><li>Numero di batterie: 2</li><li>Tipo di batterie: AA</li><li>Dimensioni appross.: <ul><li>7.5 x 7.5 x 15 cm</li><li>7,5 x 7,5 x 15 cm</li></ul></li></ul>",https://cdnbigbuy.com/images/8424002069810_S3052334_P20.jpg,https://cdnbigbuy.com/images/8424002069810_S3052334_P10.jpg,https://cdnbigbuy.com/images/8424002069810_S3052334_P30.jpg,,,8.03,1,1,10,1,Generale,5#7,0.24,7.5,7.5,15.0,0.24,843.75
S5604350,5901969415803,S5604350,Autres,Bricolage,Ruote Lanberg AK-1601-B,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Ruote Lanberg AK-1601-B</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Filettato</li><li>Ruote</li></ul></li><li>Colore: Nero</li></ul>",https://cdnbigbuy.com/images/5901969415803_S5604350_P02.jpg,,,,,22.22,1,1,10,1,Generale,5#7,0.3,20.0,12.0,8.0,0.3,1920.0
S91111261,4573102640956,S91111261,Autres,Bricolage,Personaggi d'Azione Bandai GUN64095,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Personaggi d'Azione Bandai GUN64095</b>!",https://cdnbigbuy.com/images/4573102640956_S91111261_P00.jpg,https://cdnbigbuy.com/images/4573102640956_S91111261_P10.jpg,https://cdnbigbuy.com/images/4573102640956_S91111261_P20.jpg,https://cdnbigbuy.com/images/4573102640956_S91111261_P30.jpg,,60.96,1,1,8,1,Generale,5#7,0.52,11.9,20.2,31.5,0.52,7571.97
S77205442,8016677171228,S77205442,Autres,Bricolage,"Supporto TV da terra con ruote OMB 17122 65""","Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Supporto TV da terra con ruote OMB 17122 65""</b> al miglior prezzo.<br><br><ul><li>Tipo: Supporto TV</li><li>Display: 65""</li></ul>",https://cdnbigbuy.com/images/8016677171228_R00.jpg,,,,,779.99,1,1,2,1,Generale,5#7,6.43,59.0,27.0,47.67,6.43,75938.31
S6102020,7610859232793,S6102020,Autres,Bricolage,Lettiera per Gatti Rotho My Pet BERTY 57 x 40 x 33 cm Azzurro/Bianco,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Lettiera per Gatti Rotho My Pet BERTY 57 x 40 x 33 cm Azzurro/Bianco</b>!<br><br><ul><li>Animale Domestico: Gatto</li><li>Tipo: <ul><li>Lettiera</li><li>Lettiera per Gatti</li></ul></li><li>Dimensioni appross.: 57 x 40 x 33 cm</li><li>Colore: <ul><li>Bianco</li><li>Azzurro</li></ul></li><li>Materiale: Plastica riciclata</li><li>Paese/regione di produzione: Spagna</li><li>Caratteristiche: Facile da pulire</li><li>Peso: 1,48 Kg</li></ul>",https://cdnbigbuy.com/images/7610859232793_S6102020_P02.jpg,,,,,22.48,1,1,50,1,Generale,5#7,1.48,40.6,51.4,33.0,1.48,68865.72
S71004479,0731855021031,S71004479,Autres,Bricolage,Auricolari con Microfono Gaming Turtle Beach TBS-2102-15,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Auricolari con Microfono Gaming Turtle Beach TBS-2102-15</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Auricolari con Microfono Gaming</li><li>Auricolari con Microfono</li></ul></li><li>Colore: Bianco</li><li>Caratteristiche: <ul><li>Equalizzatore</li><li>Senza Fili</li><li>Guida all'installazione inclusa</li><li>Batteria integrata</li></ul></li><li>Connessioni: <ul><li>USB</li><li>USB-A - USB-C</li></ul></li><li>Connettività: <ul><li>Bluetooth</li><li>Radiofrequenza</li><li>Bluetooth 5.2</li></ul></li><li>Tipo di cuffie: Circumaurali esterni</li><li>Frequenza: <ul><li>20 - 20000 Hz</li><li>2,4 GHz</li></ul></li><li>Uso consigliato: Gaming</li><li>Batteria: Sì</li><li>Età consigliata: Adulti</li><li>Controllo del volume: Rotary</li><li>Auricolari: Binaural</li><li>Tipo di controllo: Pulsanti, girevole</li><li>Tipo di batteria: <ul><li>Litio Ion</li><li>Batteria ricaricabile al litio</li></ul></li></ul>",https://cdnbigbuy.com/images/0731855021031_S71004479_P20.jpg,https://cdnbigbuy.com/images/0731855021031_S71004479_P00.jpg,https://cdnbigbuy.com/images/0731855021031_S71004479_P10.jpg,https://cdnbigbuy.com/images/0731855021031_S71004479_P30.jpg,,183.49,1,1,2,1,Generale,5#7,0.62,23.8,20.1,9.6,0.62,4592.45
S71003266,4067393016571,S71003266,Autres,Bricolage,Soffione Grohe Nero Nero opaco Silicone,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Soffione Grohe Nero Nero opaco Silicone</b> al miglior prezzo.<br><br><ul><li>Colore: <ul><li>Nero</li><li>Nero opaco</li></ul></li><li>Materiale: Silicone</li><li>Stile: Contemporaneo</li><li>Forma: Quadrato</li></ul>",https://cdnbigbuy.com/images/4067393016571_S71003266_P00.jpg,https://cdnbigbuy.com/images/4067393016571_S71003266_P10.jpg,https://cdnbigbuy.com/images/4067393016571_S71003266_P20.jpg,https://cdnbigbuy.com/images/4067393016571_S71003266_P30.jpg,,59.61,1,1,1,1,Generale,5#7,0.3,24.0,11.2,5.8,0.3,1559.04
S91119301,5714708010708,S91119301,Autres,Bricolage,Auricolari Wireless con Custodia di Ricarica Epos ADAPT E1TWS Bianco,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Auricolari Wireless con Custodia di Ricarica Epos ADAPT E1TWS Bianco</b>!<br><br><ul><li>Tipo: <ul><li>Auricolari</li><li>Auricolari in-ear</li><li>Binaural</li></ul></li><li>Colore: Bianco</li><li>Materiale: Silicone</li><li>Caratteristiche: <ul><li>Resistente all'acqua</li><li>Microfono incorporato</li><li>Cancellazione del rumore</li><li>Resistente al sudore</li><li>Indicatore LED</li></ul></li><li>Connessioni: USB-C</li><li>Connettività: <ul><li>Bluetooth</li><li>Bluetooth 5.3</li></ul></li><li>Tipo di controllo: Tasti</li><li>Include: Custodia</li></ul>",https://cdnbigbuy.com/images/5714708010708_S91119301_P00.jpg,https://cdnbigbuy.com/images/5714708010708_S91119301_P210.jpg,https://cdnbigbuy.com/images/5714708010708_S91119301_P60.jpg,https://cdnbigbuy.com/images/5714708010708_S91119301_P150.jpg,,246.86,1,1,2,1,Generale,5#7,0.06,35.5,11.0,78.5,0.06,30654.25
S0459367,4961818038240,S0459367,Autres,Bricolage,Controller Gaming HORI JURI Nero PC,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Controller Gaming HORI JURI Nero PC</b> al miglior prezzo.<br><br><ul><li>Colore: Nero</li><li>Connessioni: USB</li><li>Piattaforma: PC</li><li>Fonte di Alimentazione: Con cavo</li><li>Tipo: Analogico/Digitale</li></ul>",https://cdnbigbuy.com/images/4961818038240_I00.jpg,https://cdnbigbuy.com/images/4961818038240_I40.jpg,https://cdnbigbuy.com/images/4961818038240_I90.jpg,https://cdnbigbuy.com/images/4961818038240_I10.jpg,,67.75,1,1,5,1,Generale,5#7,0.53,20.79,20.4,16.38,0.53,6947.02
S9112713,5901443108979,S9112713,Autres,Bricolage,Tamburo per stampante Activejet DRB-1090N Nero,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Tamburo per stampante Activejet DRB-1090N Nero</b> al miglior prezzo.<br><br><ul><li>Compatibile: <ul><li>Brother</li><li>1118</li><li>1512</li><li>1610W</li><li>1910W</li><li>1112</li><li>1112E</li><li>1210WE</li><li>1512E</li></ul></li><li>Tipo: Compatibile</li><li>Colore: Nero</li><li>Capacità: 10000 Pagine</li><li>Tecnologia: Laser</li></ul>",https://cdnbigbuy.com/images/5901443108979_S9112713_P00.jpg,,,,,29.48,1,1,17,1,Generale,5#7,0.45,9.0,17.5,31.0,0.45,4882.5
S7916683,8425998988079,S7916683,Autres,Bricolage,Tubo LED EDM 98807 Linestra F 35 W 7 W 48 W S14S 500 lm 600 lm Ø 3 x 30 cm (2700 K),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Tubo LED EDM 98807 Linestra F 35 W 7 W 48 W S14S 500 lm 600 lm Ø 3 x 30 cm (2700 K)</b> al miglior prezzo.<br><br><ul><li>Tappo: S14S</li><li>Tipo: Tubo LED</li><li>Classificazione energetica: F</li><li>Potenza: <ul><li>35 W</li><li>7 W</li><li>48 W</li></ul></li><li>Tipo di luce: Luce calda</li><li>Voltaggio: 220-240 V</li><li>Temperatura di colore: 2700 K</li><li>Intervallo di circa: 10000 h</li><li>Flusso luminoso: <ul><li>500 lm</li><li>600 lm</li></ul></li><li>Dimensioni appross.: Ø 3 x 30 cm</li><li>Caratteristiche: Luce LED</li><li>Tipo di lampadina: LED</li><li>Fonte di Alimentazione: Corrente CC/CA</li></ul>",https://cdnbigbuy.com/images/8425998988079_R0_WBG5.jpg,https://cdnbigbuy.com/images/8425998988079_S7916683_P15.jpg,https://cdnbigbuy.com/images/8425998988079_R0_WBG_icon5.jpg,https://cdnbigbuy.com/images/8425998988079_R1_WBG5.jpg,,10.3,1,1,50,1,Generale,5#7,0.08,5.0,5.0,31.0,0.08,775.0
S7922441,8720194432709,S7922441,Autres,Bricolage,Sedia da giardino EDM 899264 Ferro 39 x 47 x 94 cm Bistro,"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Sedia da giardino EDM 899264 Ferro 39 x 47 x 94 cm Bistro</b> potrai farlo.</p><br><br><ul><li>Design: Bistro</li><li>Tipo: Sedia da giardino</li><li>Colore: Nero</li><li>Materiale: Ferro</li><li>Uso consigliato: Esterno</li><li>Caratteristiche: Pieghevole</li><li>Dimensioni appross.: 39 x 47 x 94 cm</li></ul>",https://cdnbigbuy.com/images/8720194432709_S7922441_P00.jpg,,,,,99.83,1,1,2,1,Generale,5#7,7.0,94.0,39.0,47.0,7.0,172302.0
S7715395,4002888364973,S7715395,Autres,Bricolage,Cavo DisplayPort LINDY 36497 2 m Nero,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Cavo DisplayPort LINDY 36497 2 m Nero</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Cavo DisplayPort</li><li>Maschio/Femmina</li></ul></li><li>Lunghezza del cavo: 2 m</li><li>Colore: Nero</li><li>Connessioni: <ul><li>DisplayPort</li><li>Maschio</li><li>Spina femmina</li></ul></li></ul>",https://cdnbigbuy.com/images/4002888364973_R00.jpg,https://cdnbigbuy.com/images/4002888364973_R10.jpg,,,,31.25,1,1,5,1,Generale,5#7,0.05,19.0,16.0,1.0,0.05,304.0
S8426382,4007817087701,S8426382,Autres,Bricolage,Set di Pennarelli Staedtler Lumocolor 349 6 Pezzi Multicolore,"Torna in ufficio senza dimenticarti di nulla! Compra <b>Set di Pennarelli Staedtler Lumocolor 349 6 Pezzi Multicolore 2,4 mm</b> e sarai l'invidia dei tuoi colleghi!<br><br><ul><li>Colore: Multicolore</li><li>Spessore: 2,4 mm</li><li>Caratteristiche: Inchiostro a base d'acqua</li><li>Tipo di punte: Rotonda</li><li>Tipo: Set di Pennarelli</li><li>Numero di pezzi: 6 Pezzi</li></ul>",https://cdnbigbuy.com/images/4007817087701_R00.jpg,https://cdnbigbuy.com/images/4007817087701_R10.jpg,,,,25.16,1,1,8,1,Generale,5#7,0.16,9.61,7.12,18.8,0.16,1286.36
S8905404,4899888761747,S8905404,Autres,Bricolage,Sedia da Spiaggia Aktive,"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Sedia da Spiaggia Aktive</b> potrai farlo.</p><br><br><ul><li>Tipo: Sedia Pieghevole</li><li>Materiale: Acciaio</li></ul>",https://cdnbigbuy.com/images/s8905404_p0_icon1.jpg,https://cdnbigbuy.com/images/S8905404_P01.jpg,,,,63.5,1,1,50,1,Generale,5#7,7.82,27.0,70.5,26.0,7.82,49491.0
S3056484,8424002131562,S3056484,Autres,Bricolage,Lampada da tavolo Home ESPRIT Nero Dorato Ceramica 50 W 220 V 40 x 40 x 70 cm,"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampada da tavolo Home ESPRIT Nero Dorato Ceramica 50 W 220 V 40 x 40 x 70 cm</b> potrai farlo.</p><br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo: Lampada da tavolo</li><li>Tipo di presa: Spina EU</li><li>Colore: <ul><li>Nero</li><li>Dorato</li></ul></li><li>Composizione: <ul><li>Cotone</li><li>Poliestere</li></ul></li><li>Voltaggio: 220 V</li><li>Tappo: E27</li><li>Lunghezza: 40 cm</li><li>Design: <ul><li>Moderno</li><li>Uccello</li></ul></li><li>Alto: 70 cm</li><li>Potenza: 50 W</li><li>Larghezza: 40 cm</li><li>Materiale: Ceramica</li><li>Non Include: Lampadina</li><li>Dimensioni appross.: 40 x 40 x 70 cm</li></ul>",https://cdnbigbuy.com/images/8424002131562_S3056484_P30.jpg,https://cdnbigbuy.com/images/8424002131562_S3056484_P20.jpg,https://cdnbigbuy.com/images/8424002131562_S3056484_P00.jpg,https://cdnbigbuy.com/images/8424002131562_S3056484_P10.jpg,,71.32,1,1,25,1,Generale,5#7,4.0,42.0,51.0,42.0,4.0,89964.0
S7901131,8425998118926,S7901131,Autres,Bricolage,Cavo EDM 11892 Marrone 3 x 1 mm 5 m,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cavo EDM 11892 Marrone 3 x 1 mm 5 m</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Cavo</li><li>Intrecciato</li><li>Tessile</li></ul></li><li>Colore: Marrone</li><li>Caratteristiche: Intrecciato</li><li>Spessore: 3 x 1 mm</li><li>Lunghezza del cavo: 5 m</li><li>Dimensioni appross.: 3 x 1 mm</li><li>Peso: 250 g</li></ul>",https://cdnbigbuy.com/images/8425998118926_S7901131_P04.jpg,,,,,21.31,1,1,5,1,Generale,5#7,1.3,18.0,18.0,5.0,1.3,1620.0
S7901795,8425998740677,S7901795,Autres,Bricolage,Pompa EDM Basic Line Giardino Ø 19 mm 5 Pezzi (25 m),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Pompa EDM Basic Line Giardino Ø 19 mm 5 Pezzi (25 m)</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Giardino</li><li>Pompa</li></ul></li><li>Lunghezza: 25 m</li><li>Colore: <ul><li>Verde</li><li>Nero</li></ul></li><li>Materiale: PVC</li><li>Caratteristiche: <ul><li>Resistente ai raggi UV</li><li>Flessibile</li><li>3 strati</li></ul></li><li>Pressione: 20 bar</li><li>Unità: 5 Unità</li><li>Include: Accessori x 4</li><li>Diametro: Ø 19 mm</li></ul>",https://cdnbigbuy.com/images/8425998740677_00_WBG4.jpg,https://cdnbigbuy.com/images/8425998740677_S7901795_P04.jpg,https://cdnbigbuy.com/images/8425998740677_S7901795_P14.jpg,https://cdnbigbuy.com/images/8425998740677_R04.jpg,,32.31,1,1,50,1,Generale,5#7,3.4,24.1,23.7,19.5,3.4,11137.82
S71015472,8010690179100,S71015472,Autres,Bricolage,Cuccia per Cani Ferplast,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Cuccia per Cani Ferplast</b>!<br><br><ul><li>Animale Domestico: Cane</li><li>Tipo: Cuccia per Cani</li></ul>",https://cdnbigbuy.com/images/8010690179100_S71015472_P00.jpg,,,,,63.98,1,1,5,1,Generale,5#7,1.92,47.5,48.82,13.5,1.92,31305.82
